Id 	Name 	Group 	Rows 	Cols 	Nonzeros 	Kind 	Date 	Download File
19 	bcspwr07 	HB 	1,612 	1,612 	5,824 	Power Network Problem 	1981 	
2735 	spaceStation_2 	VDOL 	329 	329 	5,817 	Optimal Control Problem 	2015 	
154 	fs_760_3 	HB 	760 	760 	5,816 	Subsequent 2D/3D Problem 	1983 	
229 	plat362 	HB 	362 	362 	5,786 	2D/3D Problem 	1975 	
152 	fs_760_1 	HB 	760 	760 	5,739 	2D/3D Problem Sequence 	1983 	
153 	fs_760_2 	HB 	760 	760 	5,739 	Subsequent 2D/3D Problem 	1983 	
160 	gre_1107 	HB 	1,107 	1,107 	5,664 	Directed Weighted Graph 	1981 	
252 	steam2 	HB 	600 	600 	5,660 	Computational Fluid Dynamics Problem 	1983 	
2879 	Olivetti_norm_10NN 	ML_Graph 	400 	400 	5,656 	Undirected Weighted Graph 	2020 	
333 	rdb968 	Bai 	968 	968 	5,632 	Computational Fluid Dynamics Problem 	1994 	
632 	lp_grow15 	LPnetlib 	300 	645 	5,620 	Linear Programming Problem 	1983 	
604 	lp_bnl1 	LPnetlib 	643 	1,586 	5,532 	Linear Programming Problem 	1989 	
2872 	iris_dataset_30NN 	ML_Graph 	150 	150 	5,518 	Undirected Weighted Graph 	2020 	
2401 	netscience 	Newman 	1,589 	1,589 	5,484 	Undirected Weighted Graph 	2006 	
2406 	jazz 	Arenas 	198 	198 	5,484 	Undirected Multigraph 	2003 	
671 	lp_scfxm2 	LPnetlib 	660 	1,200 	5,469 	Linear Programming Problem 	1981 	
2078 	n2c6-b3 	JGD_Homology 	1,365 	455 	5,460 	Combinatorial Problem 	2008 	
2100 	n3c6-b3 	JGD_Homology 	1,365 	455 	5,460 	Combinatorial Problem 	2008 	
271 	west1505 	HB 	1,505 	1,505 	5,414 	Chemical Process Simulation Problem 	1983 	
2111 	n4c5-b3 	JGD_Homology 	1,350 	455 	5,400 	Combinatorial Problem 	2008 	
1979 	GL6_D_7 	JGD_GL6 	636 	470 	5,378 	Combinatorial Problem 	2008 	
2665 	dynamicSoaringProblem_1 	VDOL 	647 	647 	5,367 	Optimal Control Problem 	2015 	
2363 	M40PI_n 	Rommes 	2,182 	2,182 	5,341 	Eigenvalue/Model Reduction Problem 	2010 	
2371 	S40PI_n 	Rommes 	2,182 	2,182 	5,341 	Eigenvalue/Model Reduction Problem 	2010 	
18 	bcspwr06 	HB 	1,454 	1,454 	5,300 	Power Network Problem 	1981 	
205 	lshp_778 	HB 	778 	778 	5,272 	Thermal Problem 	1978 	
726 	lpi_pilot4i 	LPnetlib 	410 	1,123 	5,264 	Linear Programming Problem 	1993 	
655 	lp_pilot4 	LPnetlib 	410 	1,123 	5,264 	Linear Programming Problem 		
2673 	freeFlyingRobot_1 	VDOL 	798 	798 	5,246 	Optimal Control Problem 	2015 	
1638 	tols2000 	Bai 	2,000 	2,000 	5,184 	Computational Fluid Dynamics Problem 	1991 	
221 	nos5 	HB 	468 	468 	5,172 	Structural Problem 	1982 	
2420 	netz4504 	AG-Monien 	1,961 	1,961 	5,156 	2D/3D Problem 	1998 	
131 	dwt_607 	HB 	607 	607 	5,131 	Structural Problem 	1980 	
2436 	cage 	AG-Monien 	366 	366 	5,124 	Undirected Graph Sequence 	1998 	
1954 	Franz1 	JGD_Franz 	2,240 	768 	5,120 	Combinatorial Problem 	2008 	
1784 	de063157 	Meszaros 	936 	1,908 	5,119 	Linear Programming Problem 	2004 	
130 	dwt_592 	HB 	592 	592 	5,104 	Structural Problem 	1980 	
2736 	spaceStation_3 	VDOL 	467 	467 	5,103 	Optimal Control Problem 	2015 	
2175 	rel6 	JGD_Relat 	2,340 	157 	5,101 	Combinatorial Problem 	2008 	
1785 	de080285 	Meszaros 	936 	1,908 	5,082 	Linear Programming Problem 	2004 	
1518 	Roget 	Pajek 	1,022 	1,022 	5,075 	Directed Graph 	1993 	
722 	lpi_klein2 	LPnetlib 	477 	531 	5,062 	Linear Programming Problem 		
2367 	S40PI_n1 	Rommes 	2,028 	2,028 	5,007 	Eigenvalue/Model Reduction Problem 	2010 	
2359 	M40PI_n1 	Rommes 	2,028 	2,028 	5,007 	Eigenvalue/Model Reduction Problem 	2010 	
1522 	SmaGri 	Pajek 	1,059 	1,059 	4,919 	Directed Multigraph 	2001 	
1783 	de063155 	Meszaros 	852 	1,848 	4,913 	Linear Programming Problem 	2004 	
86 	bp_1600 	HB 	822 	822 	4,841 	Subsequent Optimization Problem 	1978 	
2753 	tumorAntiAngiogenesis_6 	VDOL 	465 	465 	4,795 	Optimal Control Problem 	2015 	
85 	bp_1400 	HB 	822 	822 	4,790 	Subsequent Optimization Problem 	1978 	
2755 	tumorAntiAngiogenesis_8 	VDOL 	490 	490 	4,776 	Optimal Control Problem 	2015 	
600 	lp_agg3 	LPnetlib 	516 	758 	4,756 	Linear Programming Problem 	1988 	
599 	lp_agg2 	LPnetlib 	516 	758 	4,740 	Linear Programming Problem 	1988 	
260 	well1033 	HB 	1,033 	320 	4,732 	Least Squares Problem 	1979 	
84 	bp_1200 	HB 	822 	822 	4,726 	Subsequent Optimization Problem 	1978 	
2060 	mk10-b4 	JGD_Homology 	945 	4,725 	4,725 	Combinatorial Problem 	2008 	
2764 	mycielskian8 	Mycielski 	191 	191 	4,720 	Undirected Graph 	2018 	
169 	illc1033 	HB 	1,033 	320 	4,719 	Least Squares Problem 	1979 	
2752 	tumorAntiAngiogenesis_5 	VDOL 	460 	460 	4,690 	Optimal Control Problem 	2015 	
303 	cdde4 	Bai 	961 	961 	4,681 	Subsequent Computational Fluid Dynamics Problem 	1992 	
302 	cdde3 	Bai 	961 	961 	4,681 	Subsequent Computational Fluid Dynamics Problem 	1992 	
304 	cdde5 	Bai 	961 	961 	4,681 	Subsequent Computational Fluid Dynamics Problem 	1992 	
305 	cdde6 	Bai 	961 	961 	4,681 	Subsequent Computational Fluid Dynamics Problem 	1992 	
301 	cdde2 	Bai 	961 	961 	4,681 	Subsequent Computational Fluid Dynamics Problem 	1992 	
300 	cdde1 	Bai 	961 	961 	4,681 	Computational Fluid Dynamics Problem Sequence 	1992 	
2208 	Trefethen_300 	JGD_Trefethen 	300 	300 	4,678 	Combinatorial Problem 	2008 	
83 	bp_1000 	HB 	822 	822 	4,661 	Subsequent Optimization Problem 	1978 	
1717 	l9 	Meszaros 	244 	1,483 	4,659 	Linear Programming Problem 	2004 	
1636 	rdb800l 	Bai 	800 	800 	4,640 	Computational Fluid Dynamics Problem 	1994 	
1922 	bibd_11_5 	JGD_BIBD 	55 	462 	4,620 	Combinatorial Problem 	2008 	
223 	nos7 	HB 	729 	729 	4,617 	2D/3D Problem 	1982 	
2754 	tumorAntiAngiogenesis_7 	VDOL 	475 	475 	4,597 	Optimal Control Problem 	2015 	
2751 	tumorAntiAngiogenesis_4 	VDOL 	455 	455 	4,593 	Optimal Control Problem 	2015 	
1968 	IG5-9 	JGD_G5 	342 	540 	4,570 	Combinatorial Problem 	2008 	
699 	lp_tuff 	LPnetlib 	333 	628 	4,561 	Linear Programming Problem 	1989 	
2867 	Ecoli_10NN 	ML_Graph 	336 	336 	4,560 	Undirected Weighted Graph 	2020 	
90 	bp_800 	HB 	822 	822 	4,534 	Subsequent Optimization Problem 	1978 	
1757 	qiulp 	Meszaros 	1,192 	1,900 	4,492 	Linear Programming Problem 	2004 	
1511 	NotreDame_yeast 	Barabasi 	2,114 	2,114 	4,480 	Undirected Graph 	2001 	
685 	lp_ship04s 	LPnetlib 	402 	1,506 	4,400 	Linear Programming Problem 		
325 	pde900 	Bai 	900 	900 	4,380 	2D/3D Problem 	1982 	
1885 	Maragal_2 	NYPA 	555 	350 	4,357 	Least Squares Problem 	2008 	
24 	bcsstk02 	HB 	66 	66 	4,356 	Structural Problem 	1982 	
1981 	GL6_D_9 	JGD_GL6 	340 	545 	4,349 	Combinatorial Problem 	2008 	
2552 	N_biocarta 	Schulthess 	1,922 	1,996 	4,335 	Biochemical Network 	2012 	
2021 	ch6-6-b5 	JGD_Homology 	720 	4,320 	4,320 	Combinatorial Problem 	2008 	
406 	ex1 	FIDAP 	216 	216 	4,317 	Computational Fluid Dynamics Problem 	1994 	
676 	lp_scsd6 	LPnetlib 	147 	1,350 	4,316 	Linear Programming Problem 	1981 	
146 	fs_541_2 	HB 	541 	541 	4,282 	Subsequent 2D/3D Problem 	1978 	
145 	fs_541_1 	HB 	541 	541 	4,282 	2D/3D Problem Sequence 	1978 	
147 	fs_541_3 	HB 	541 	541 	4,282 	Subsequent 2D/3D Problem 	1978 	
148 	fs_541_4 	HB 	541 	541 	4,273 	Subsequent 2D/3D Problem 	1978 	
1207 	t2dal_e 	Oberwolfach 	4,257 	4,257 	4,257 	Duplicate Model Reduction Problem 	2004 	
1529 	USAir97 	Pajek 	332 	332 	4,252 	Undirected Weighted Graph 	1997 	
1946 	TF12 	JGD_Forest 	488 	552 	4,231 	Combinatorial Problem 	2008 	
795 	lp_nug07 	Qaplib 	602 	931 	4,214 	Linear Programming Problem 	1995 	
617 	lp_degen2 	LPnetlib 	444 	757 	4,201 	Linear Programming Problem 	1989 	
167 	hor_131 	HB 	434 	434 	4,182 	Directed Weighted Graph 	1983 	
89 	bp_600 	HB 	822 	822 	4,172 	Subsequent Optimization Problem 	1978 	
451 	b_dyn 	Grund 	1,089 	1,089 	4,144 	Chemical Process Simulation Problem 	1997 	
218 	nos2 	HB 	957 	957 	4,137 	Structural Problem 	1982 	
278 	young1c 	HB 	841 	841 	4,089 	Acoustics Problem 	1984 	
279 	young2c 	HB 	841 	841 	4,089 	Duplicate Acoustics Problem 	1984 	
281 	young4c 	HB 	841 	841 	4,089 	Acoustics Problem 	1984 	
2407 	celegans_metabolic 	Arenas 	453 	453 	4,065 	Undirected Multigraph 	2005 	
1 	1138_bus 	HB 	1,138 	1,138 	4,054 	Power Network Problem 	1985 	
216 	nnc666 	HB 	666 	666 	4,032 	2D/3D Problem 	1982 	
88 	bp_400 	HB 	822 	822 	4,028 	Subsequent Optimization Problem 	1978 	
691 	lp_stair 	LPnetlib 	356 	614 	4,003 	Linear Programming Problem 		
338 	tub1000 	Bai 	1,000 	1,000 	3,996 	Computational Fluid Dynamics Problem 	1994 	
319 	olm1000 	Bai 	1,000 	1,000 	3,996 	Computational Fluid Dynamics Problem 	1994 	
2049 	cis-n4c6-b2 	JGD_Homology 	1,330 	210 	3,990 	Combinatorial Problem 	2008 	
2125 	n4c6-b2 	JGD_Homology 	1,330 	210 	3,990 	Combinatorial Problem 	2008 	
280 	young3c 	HB 	841 	841 	3,988 	Acoustics Problem 	1984 	
2750 	tumorAntiAngiogenesis_3 	VDOL 	410 	410 	3,952 	Optimal Control Problem 	2015 	
450 	b2_ss 	Grund 	1,089 	1,089 	3,895 	Chemical Process Simulation Problem 	1997 	
204 	lshp_577 	HB 	577 	577 	3,889 	Thermal Problem 	1978 	
308 	ck656 	Bai 	656 	656 	3,884 	2D/3D Problem 	1986 	
694 	lp_standmps 	LPnetlib 	467 	1,274 	3,878 	Linear Programming Problem 	1989 	
1733 	nemscem 	Meszaros 	651 	1,712 	3,840 	Linear Programming Problem 	2004 	
101 	can_445 	HB 	445 	445 	3,809 	Structural Problem 	1981 	
1894 	QRpivot 	MathWorks 	660 	749 	3,808 	Counter Example Problem 	2008 	
87 	bp_200 	HB 	822 	822 	3,802 	Subsequent Optimization Problem 	1978 	
245 	sherman4 	HB 	1,104 	1,104 	3,786 	Computational Fluid Dynamics Problem 	1984 	
2074 	mk9-b3 	JGD_Homology 	945 	1,260 	3,780 	Combinatorial Problem 	2008 	
2073 	mk9-b2 	JGD_Homology 	1,260 	378 	3,780 	Combinatorial Problem 	2008 	
240 	saylr3 	HB 	1,000 	1,000 	3,750 	Computational Fluid Dynamics Problem 	1984 	
242 	sherman1 	HB 	1,000 	1,000 	3,750 	Computational Fluid Dynamics Problem 	1984 	
2431 	stufe 	AG-Monien 	1,036 	1,036 	3,736 	2D/3D Problem 	1998 	
1346 	rajat19 	Rajat 	1,157 	1,157 	3,699 	Circuit Simulation Problem 	2006 	
292 	bfwa398 	Bai 	398 	398 	3,678 	Electromagnetics Problem 	1994 	
26 	bcsstk04 	HB 	132 	132 	3,648 	Structural Problem 	1982 	
2429 	L 	AG-Monien 	956 	956 	3,640 	2D/3D Problem 	1998 	
71 	bcsstm21 	HB 	3,600 	3,600 	3,600 	Structural Problem 	1984 	
125 	dwt_419 	HB 	419 	419 	3,563 	Structural Problem 	1980 	
74 	bcsstm24 	HB 	3,562 	3,562 	3,562 	Structural Problem 	1984 	
683 	lp_shell 	LPnetlib 	536 	1,777 	3,558 	Linear Programming Problem 	1978 	
1637 	tols1090 	Bai 	1,090 	1,090 	3,546 	Computational Fluid Dynamics Problem 	1991 	
270 	west0989 	HB 	989 	989 	3,518 	Chemical Process Simulation Problem 	1983 	
128 	dwt_512 	HB 	512 	512 	3,502 	Structural Problem 	1980 	
114 	dwt_193 	HB 	193 	193 	3,493 	Structural Problem 	1980 	
2691 	hangGlider_1 	VDOL 	360 	360 	3,477 	Optimal Control Problem 	2015 	
234 	pores_3 	HB 	532 	532 	3,474 	Computational Fluid Dynamics Problem 	1980 	
1820 	nsic 	Meszaros 	465 	897 	3,449 	Linear Programming Problem Sequence 	2004 	
602 	lp_beaconfd 	LPnetlib 	173 	295 	3,408 	Linear Programming Problem 		
1618 	dwg961a 	Bai 	961 	961 	3,405 	Electromagnetics Problem 	1996 	
328 	qh882 	Bai 	882 	882 	3,354 	Power Network Problem 	1994 	
693 	lp_standgub 	LPnetlib 	361 	1,383 	3,338 	Linear Programming Problem 	1989 	
674 	lp_scrs8 	LPnetlib 	490 	1,275 	3,288 	Linear Programming Problem 	1981 	
257 	str_600 	HB 	363 	363 	3,279 	Subsequent Optimization Problem 	1978 	
82 	bp_0 	HB 	822 	822 	3,276 	Optimization Problem Sequence 	1978 	
222 	nos6 	HB 	675 	675 	3,255 	2D/3D Problem 	1982 	
4 	685_bus 	HB 	685 	685 	3,249 	Power Network Problem 	1985 	
1939 	bibd_81_2 	JGD_BIBD 	3,240 	3,240 	3,240 	Combinatorial Problem 	2008 	
692 	lp_standata 	LPnetlib 	359 	1,274 	3,230 	Linear Programming Problem 		
123 	dwt_346 	HB 	346 	346 	3,226 	Structural Problem 	1980 	
1824 	small 	Meszaros 	677 	1,400 	3,207 	Linear Programming Problem Sequence 	2004 	
473 	G13 	Gset 	800 	800 	3,200 	Undirected Weighted Random Graph 	1996 	
471 	G11 	Gset 	800 	800 	3,200 	Undirected Weighted Random Graph 	1996 	
472 	G12 	Gset 	800 	800 	3,200 	Undirected Weighted Random Graph 	1996 	
2560 	cz308 	CPM 	308 	308 	3,182 	2D/3D Problem 	2012 	
644 	lp_modszk1 	LPnetlib 	687 	1,620 	3,168 	Linear Programming Problem 	1994 	
256 	str_400 	HB 	363 	363 	3,157 	Subsequent Optimization Problem 	1978 	
126 	dwt_492 	HB 	492 	492 	3,156 	Structural Problem 	1980 	
824 	utm300 	TOKAMAK 	300 	300 	3,155 	Electromagnetics Problem 	1996 	
2040 	ch8-8-b1 	JGD_Homology 	1,568 	64 	3,136 	Combinatorial Problem 	2008 	
42 	bcsstk20 	HB 	485 	485 	3,135 	Structural Problem 	1984 	
73 	bcsstm23 	HB 	3,134 	3,134 	3,134 	Structural Problem 	1984 	
908 	cage7 	vanHeukelum 	340 	340 	3,084 	Directed Weighted Graph 	2003 	
99 	can_268 	HB 	268 	268 	3,082 	Structural Problem 	1981 	
255 	str_200 	HB 	363 	363 	3,068 	Subsequent Optimization Problem 	1978 	
2084 	n2c6-b9 	JGD_Homology 	306 	1,470 	3,060 	Combinatorial Problem 	2008 	
1722 	model1 	Meszaros 	362 	798 	3,028 	Linear Programming Problem 	2004 	
2035 	ch7-9-b1 	JGD_Homology 	1,512 	63 	3,024 	Combinatorial Problem 	2008 	
2869 	Glass_10NN 	ML_Graph 	214 	214 	2,986 	Undirected Weighted Graph 	2020 	
1923 	bibd_12_4 	JGD_BIBD 	66 	495 	2,970 	Combinatorial Problem 	2008 	
2066 	mk12-b1 	JGD_Homology 	1,485 	66 	2,970 	Combinatorial Problem 	2008 	
124 	dwt_361 	HB 	361 	361 	2,953 	Structural Problem 	1980 	
2193 	D_11 	JGD_SL6 	169 	461 	2,952 	Combinatorial Problem 	2008 	
277 	wm3 	HB 	207 	260 	2,948 	Economic Problem 	1982 	
276 	wm2 	HB 	207 	260 	2,942 	Economic Problem 	1982 	
1627 	qh768 	Bai 	768 	768 	2,934 	Power Network Problem 	1994 	
725 	lpi_pang 	LPnetlib 	361 	741 	2,933 	Linear Programming Problem 	1993 	
98 	can_256 	HB 	256 	256 	2,916 	Structural Problem 	1981 	
295 	bfwb398 	Bai 	398 	398 	2,910 	Electromagnetics Problem 	1994 	
275 	wm1 	HB 	207 	277 	2,909 	Economic Problem 	1982 	
2718 	orbitRaising_1 	VDOL 	442 	442 	2,906 	Optimal Control Problem 	2015 	
2207 	Trefethen_200 	JGD_Trefethen 	200 	200 	2,890 	Combinatorial Problem 	2008 	
2370 	S20PI_n 	Rommes 	1,182 	1,182 	2,881 	Eigenvalue/Model Reduction Problem 	2010 	
2362 	M20PI_n 	Rommes 	1,182 	1,182 	2,881 	Eigenvalue/Model Reduction Problem 	2010 	
2206 	Trefethen_200b 	JGD_Trefethen 	199 	199 	2,873 	Combinatorial Problem 	2008 	
598 	lp_agg 	LPnetlib 	488 	615 	2,862 	Linear Programming Problem 	1988 	
307 	ck400 	Bai 	400 	400 	2,860 	2D/3D Problem 	1986 	
1469 	Erdos991 	Pajek 	492 	492 	2,834 	Undirected Graph 	2006 	
1732 	nemsafm 	Meszaros 	334 	2,348 	2,826 	Linear Programming Problem 	2004 	
269 	west0655 	HB 	655 	655 	2,808 	Chemical Process Simulation Problem 	1983 	
190 	lns_511 	HB 	511 	511 	2,796 	Computational Fluid Dynamics Problem 	1982 	
193 	lnsp_511 	HB 	511 	511 	2,796 	Computational Fluid Dynamics Problem 	1982 	
929 	problem1 	FEMLAB 	415 	415 	2,779 	2D/3D Problem 	2003 	
620 	lp_e226 	LPnetlib 	223 	472 	2,768 	Linear Programming Problem 		
1467 	Erdos981 	Pajek 	485 	485 	2,762 	Undirected Graph 	2006 	
623 	lp_finnis 	LPnetlib 	497 	1,064 	2,760 	Linear Programming Problem 	1989 	
670 	lp_scfxm1 	LPnetlib 	330 	600 	2,732 	Linear Programming Problem 	1981 	
203 	lshp_406 	HB 	406 	406 	2,716 	Thermal Problem 	1978 	
2749 	tumorAntiAngiogenesis_2 	VDOL 	305 	305 	2,699 	Optimal Control Problem 	2015 	
212 	mcca 	HB 	180 	180 	2,659 	2D/3D Problem 	1985 	
1172 	Harvard500 	MathWorks 	500 	500 	2,636 	Directed Graph 	2002 	
1465 	Erdos971 	Pajek 	472 	472 	2,628 	Undirected Graph 	2006 	
634 	lp_grow7 	LPnetlib 	140 	301 	2,612 	Linear Programming Problem 	1983 	
1677 	gams60am 	Meszaros 	714 	1,071 	2,607 	Linear Programming Problem 	2004 	
728 	lpi_reactor 	LPnetlib 	318 	808 	2,591 	Linear Programming Problem 	1993 	
1635 	rdb450l 	Bai 	450 	450 	2,580 	Computational Fluid Dynamics Problem 	1994 	
1634 	rdb450 	Bai 	450 	450 	2,580 	Computational Fluid Dynamics Problem 	1994 	
2366 	S20PI_n1 	Rommes 	1,028 	1,028 	2,547 	Eigenvalue/Model Reduction Problem 	2010 	
2358 	M20PI_n1 	Rommes 	1,028 	1,028 	2,547 	Eigenvalue/Model Reduction Problem 	2010 	
100 	can_292 	HB 	292 	292 	2,540 	Structural Problem 	1981 	
704 	lpi_bgetam 	LPnetlib 	400 	816 	2,537 	Linear Programming Problem 	1993 	
621 	lp_etamacro 	LPnetlib 	400 	816 	2,537 	Linear Programming Problem 		
1978 	GL6_D_6 	JGD_GL6 	469 	201 	2,526 	Combinatorial Problem 	2008 	
121 	dwt_307 	HB 	307 	307 	2,523 	Structural Problem 	1980 	
1617 	dwb512 	Bai 	512 	512 	2,500 	Electromagnetics Problem 	1993 	
311 	dw256B 	Bai 	512 	512 	2,500 	Electromagnetics Problem 	1993 	
601 	lp_bandm 	LPnetlib 	305 	472 	2,494 	Linear Programming Problem 		
1616 	dwa512 	Bai 	512 	512 	2,480 	Electromagnetics Problem 	1993 	
310 	dw256A 	Bai 	512 	512 	2,480 	Electromagnetics Problem 	1993 	
3 	662_bus 	HB 	662 	662 	2,474 	Power Network Problem 	1985 	
151 	fs_680_3 	HB 	680 	680 	2,471 	Subsequent 2D/3D Problem 	1983 	
254 	str_0 	HB 	363 	363 	2,454 	Optimization Problem Sequence 	1978 	
206 	lund_a 	HB 	147 	147 	2,449 	Structural Problem 	1974 	
122 	dwt_310 	HB 	310 	310 	2,448 	Structural Problem 	1980 	
629 	lp_gfrd_pnc 	LPnetlib 	616 	1,160 	2,445 	Linear Programming Problem 		
635 	lp_israel 	LPnetlib 	174 	316 	2,443 	Linear Programming Problem 		
207 	lund_b 	HB 	147 	147 	2,441 	Structural Problem 	1974 	
2866 	dermatology_5NN 	ML_Graph 	366 	366 	2,440 	Undirected Weighted Graph 	2020 	
150 	fs_680_2 	HB 	680 	680 	2,424 	Subsequent 2D/3D Problem 	1983 	
27 	bcsstk05 	HB 	153 	153 	2,423 	Structural Problem 	1982 	
926 	poisson2D 	FEMLAB 	367 	367 	2,417 	Computational Fluid Dynamics Problem 	2003 	
2015 	ch5-5-b3 	JGD_Homology 	600 	600 	2,400 	Combinatorial Problem 	2008 	
675 	lp_scsd1 	LPnetlib 	77 	760 	2,388 	Linear Programming Problem 	1981 	
2030 	ch7-8-b1 	JGD_Homology 	1,176 	56 	2,352 	Combinatorial Problem 	2008 	
2392 	celegansneural 	Newman 	297 	297 	2,345 	Directed Weighted Graph 	1998 	
2421 	netz4504_dual 	AG-Monien 	615 	615 	2,342 	2D/3D Problem 	1998 	
1864 	Chebyshev1 	Muite 	261 	261 	2,319 	Structural Problem 	2007 	
315 	mhdb416 	Bai 	416 	416 	2,312 	Electromagnetics Problem 	1994 	
1746 	p0291 	Meszaros 	252 	543 	2,283 	Linear Programming Problem 	2004 	
2890 	YaleA_10NN 	ML_Graph 	165 	165 	2,268 	Undirected Weighted Graph 	2020 	
251 	steam1 	HB 	240 	240 	2,248 	Computational Fluid Dynamics Problem 	1983 	
794 	lp_nug06 	Qaplib 	372 	486 	2,232 	Linear Programming Problem 	1995 	
8 	ash292 	HB 	292 	292 	2,208 	Least Squares Problem 	1974 	
1745 	p0282 	Meszaros 	241 	523 	2,207 	Linear Programming Problem 	2004 	
607 	lp_brandy 	LPnetlib 	220 	303 	2,202 	Linear Programming Problem 		
1639 	tols340 	Bai 	340 	340 	2,196 	Computational Fluid Dynamics Problem 	1991 	
149 	fs_680_1 	HB 	680 	680 	2,184 	2D/3D Problem Sequence 	1983 	
1678 	gas11 	Meszaros 	459 	862 	2,166 	Linear Programming Problem 	2004 	
2143 	Trec9 	JGD_Kocay 	47 	201 	2,147 	Combinatorial Problem 	2008 	
266 	west0381 	HB 	381 	381 	2,134 	Chemical Process Simulation Problem 	1983 	
1744 	p0201 	Meszaros 	133 	334 	2,056 	Linear Programming Problem 	2004 	
1982 	GL6_D_10 	JGD_GL6 	163 	341 	2,053 	Combinatorial Problem 	2008 	
1930 	bibd_17_3 	JGD_BIBD 	136 	680 	2,040 	Combinatorial Problem 	2008 	
2205 	Trefethen_150 	JGD_Trefethen 	150 	150 	2,040 	Combinatorial Problem 	2008 	
2164 	kneser_6_2_1 	JGD_Margulies 	601 	676 	2,027 	Combinatorial Problem 	2008 	
876 	mesh2em5 	Pothen 	306 	306 	2,018 	Structural Problem 	2003 	
875 	mesh2e1 	Pothen 	306 	306 	2,018 	Structural Problem 	2003 	
321 	olm500 	Bai 	500 	500 	1,996 	Computational Fluid Dynamics Problem 	1994 	
2061 	mk11-b1 	JGD_Homology 	990 	55 	1,980 	Combinatorial Problem 	2008 	
166 	gre_512 	HB 	512 	512 	1,976 	Directed Weighted Graph 	1981 	
76 	bcsstm26 	HB 	1,922 	1,922 	1,922 	Structural Problem 	1984 	
12 	ash958 	HB 	958 	292 	1,916 	Least Squares Problem 	1974 	
608 	lp_capri 	LPnetlib 	271 	482 	1,896 	Linear Programming Problem 		
267 	west0479 	HB 	479 	479 	1,888 	Chemical Process Simulation Problem 	1983 	
1747 	p0548 	Meszaros 	176 	724 	1,887 	Linear Programming Problem 	2004 	
678 	lp_sctap1 	LPnetlib 	300 	660 	1,872 	Linear Programming Problem 	1981 	
335 	rw496 	Bai 	496 	496 	1,859 	Statistical/Mathematical Problem 	1978 	
2187 	D_5 	JGD_SL6 	434 	115 	1,832 	Combinatorial Problem 	2008 	
2014 	ch5-5-b2 	JGD_Homology 	600 	200 	1,800 	Combinatorial Problem 	2008 	
884 	sphere3 	Pothen 	258 	258 	1,794 	Structural Problem 	2003 	
2748 	tumorAntiAngiogenesis_1 	VDOL 	205 	205 	1,783 	Optimal Control Problem 	2015 	
96 	can_229 	HB 	229 	229 	1,777 	Structural Problem 	1981 	
2027 	ch7-7-b1 	JGD_Homology 	882 	49 	1,764 	Combinatorial Problem 	2008 	
231 	plskz362 	HB 	362 	362 	1,760 	2D/3D Problem 	1975 	
202 	lshp_265 	HB 	265 	265 	1,753 	Thermal Problem 	1978 	
1641 	tols90 	Bai 	90 	90 	1,746 	Computational Fluid Dynamics Problem 	1991 	
116 	dwt_209 	HB 	209 	209 	1,743 	Structural Problem 	1980 	
1458 	CSphd 	Pajek 	1,882 	1,882 	1,740 	Directed Graph 	2006 	
248 	shl_200 	HB 	663 	663 	1,726 	Subsequent Optimization Problem 	1978 	
668 	lp_scagr25 	LPnetlib 	471 	671 	1,725 	Linear Programming Problem 	1981 	
268 	west0497 	HB 	497 	497 	1,721 	Chemical Process Simulation Problem 	1983 	
249 	shl_400 	HB 	663 	663 	1,712 	Subsequent Optimization Problem 	1978 	
1967 	IG5-8 	JGD_G5 	156 	292 	1,711 	Combinatorial Problem 	2008 	
247 	shl_0 	HB 	663 	663 	1,687 	Optimization Problem Sequence 	1978 	
1488 	GD96_a 	Pajek 	1,096 	1,096 	1,677 	Directed Multigraph 	1996 	
2 	494_bus 	HB 	494 	494 	1,666 	Power Network Problem 	1985 	
703 	lpi_bgdbg1 	LPnetlib 	348 	629 	1,662 	Linear Programming Problem 	1993 	
727 	lpi_qual 	LPnetlib 	323 	464 	1,646 	Linear Programming Problem 	1993 	
730 	lpi_vol1 	LPnetlib 	323 	464 	1,646 	Linear Programming Problem 	1993 	
2361 	M10PI_n 	Rommes 	682 	682 	1,633 	Eigenvalue/Model Reduction Problem 	2010 	
2369 	S10PI_n 	Rommes 	682 	682 	1,633 	Eigenvalue/Model Reduction Problem 	2010 	
117 	dwt_221 	HB 	221 	221 	1,629 	Structural Problem 	1980 	
729 	lpi_refinery 	LPnetlib 	323 	464 	1,626 	Linear Programming Problem 	1993 	
17 	bcspwr05 	HB 	443 	443 	1,623 	Power Network Problem 	1981 	
1169 	oscil_trans_01 	Sandia 	430 	430 	1,614 	Circuit Simulation Problem 	2003 	
16 	bcspwr04 	HB 	274 	274 	1,612 	Power Network Problem 	1981 	
1945 	TF11 	JGD_Forest 	216 	236 	1,607 	Combinatorial Problem 	2008 	
709 	lpi_chemcom 	LPnetlib 	288 	744 	1,590 	Linear Programming Problem 	1993 	
5 	abb313 	HB 	313 	176 	1,557 	Least Squares Problem 	1974 	
1159 	oscil_dcop_48 	Sandia 	430 	430 	1,544 	Subsequent Circuit Simulation Problem 	2003 	
1160 	oscil_dcop_49 	Sandia 	430 	430 	1,544 	Subsequent Circuit Simulation Problem 	2003 	
